FY 2015 IPPS Final Rule: Hospital Readmissions Reduction Program-Supplemental Data-                                                  Reflects Corrections from October 2014 Correction Notice,,,,,,,,,,,,,,,
PROV, Corrected FY 2015  Readmissions Adjustment Factor,Number of Pneumonia Cases,Excess Readmission Ratio for Pneumonia,Number of Heart Failure Cases,Excess Readmission Ratio for Heart Failure,Number of Acute Myocardial Infarction Cases,Acute Myocardial Infarction Excess Readmission Ratio,Number of Hip/Knee Arthroplasty Cases,Hip/Knee Arthroplasty Excess Readmission Ratio,Number of Chronic Obstructive Pulmonary Disease Cases,Chronic Obstructive Pulmonary Disease Excess Readmission Ratio,,,,
070011,0.9929,466,0.998727619,355,0.929914217,88,1.106810342,128,1.12488774,525,1.066716816,,,,
070012,0.9915,289,1.141076221,209,0.95276813,28,0.954182334,56,0.991850185,200,0.994227305,,,,
070015,1.0000,203,0.897609299,131,0.980549373,27,0.978780067,207,0.885602273,120,0.986263736,,,,
070016,0.9994,427,0.977159117,496,0.949287534,187,0.999787897,121,1.046300428,514,0.985394732,,,,
070017,0.9918,479,1.099700136,523,1.090690866,96,1.12573452,249,0.9666953,405,0.911573709,,,,
070018,0.9961,505,0.961315367,521,1.071053257,91,1.072751314,581,0.794027458,421,1.046271896,,,,
070019,0.9853,242,1.139478625,301,1.111391288,41,0.998058276,331,0.890551462,172,1.085341169,,,,
070020,0.9876,735,1.043744922,885,0.948001089,174,0.890383462,580,1.181148345,704,1.038139372,,,,
070021,0.9935,205,0.934697448,265,0.898934874,40,1.077942761,66,1.067547509,240,1.13924311,,,,
070022,0.9929,1088,1.153023983,1598,0.990396383,792,1.082829678,485,1.170989809,792,1.067477697,,,,
070024,0.9944,637,0.934769515,523,0.971678068,93,1.001081606,262,1.197713668,534,0.990263052,,,,
070025,0.9976,913,1.035596902,1419,1.002670985,944,1.032695887,892,1.002713423,594,1.048644144,,,,
070027,0.9998,500,0.984833757,392,0.976277646,69,0.994201837,243,0.99062143,249,1.00621986,,,,
070028,0.9816,492,1.060659059,727,1.067737071,436,1.210400649,295,1.186238475,612,1.142784158,,,,
070029,0.9872,335,1.127990003,313,1.097293114,75,1.015119634,37,0.93742412,363,1.09527987,,,,
070031,0.9923,316,1.007377827,338,1.137139157,105,1.065475124,62,1.033866592,231,0.997083327,,,,
070033,0.9985,889,0.992780347,1082,1.000072208,471,1.027733137,852,0.914023441,667,1.032971513,,,,
070034,0.9980,707,0.904612707,668,0.960361436,166,1.067385706,319,1.03032816,384,0.969555863,,,,
070035,0.9894,648,1.027570462,1183,1.023102909,296,1.1334782,409,1.169051975,671,1.036843844,,,,
070036,0.9963,323,1.10162428,401,0.872448399,177,0.909913912,204,1.031990251,232,1.003230863,,,,
070038,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
070039,0.9883,109,1.064948623,95,1.076898406,19,0,0,0,57,1.037205793,,,,
070040,1.0000,69,0.962178972,22,0,0,0,0,0,20,0,,,,
080001,0.9972,2032,0.962477936,2509,0.97119444,936,0.914357447,2341,1.064730273,1848,0.969145909,,,,
080003,0.9957,214,0.916867005,264,0.993500483,166,1.065008786,29,0.997714488,233,1.07745585,,,,
080004,0.9978,938,1.041297152,680,0.95075611,529,0.850310142,485,1.018873852,871,0.995718985,,,,
080006,0.9993,289,0.964526149,483,0.921995635,140,0.906498884,75,1.051367218,373,0.985862362,,,,
080007,0.9979,660,1.061598516,740,0.913131691,324,0.945172359,1017,0.866951882,392,0.894614286,,,,
080009,0.9992,212,0.983580767,248,0.889249103,77,0.978304736,60,1.040107491,206,0.996420836,,,,
090001,0.9939,227,1.019865349,303,1.105919056,206,1.103015279,151,1.144544172,147,1.00347478,,,,
090003,0.9907,92,1.081966246,202,1.19848022,49,1.108916457,16,0,123,1.109261846,,,,
090004,0.9975,200,1.052974686,113,1.039216765,23,0,316,1.074753432,107,1.014513283,,,,
090005,0.9807,407,1.06614797,266,1.069948806,40,0.981979853,1070,1.114473942,140,0.953578645,,,,
090006,0.9739,241,0.93942474,659,1.071079795,61,1.09947303,247,1.752137147,299,1.094354774,,,,
090008,0.9969,108,1.016452359,166,1.087605187,12,0,10,0,165,0.999184224,,,,
090011,0.9967,417,1.108860316,1569,1.045445874,1461,0.969608416,227,1.137528891,467,1.088710295,,,,
100001,0.9952,162,1.028771822,443,0.98663196,224,1.149233201,78,1.181109925,357,1.042935014,,,,
100002,0.9993,666,0.999733278,774,0.978270404,341,0.945612853,699,0.839898636,490,1.037669725,,,,
100006,0.9936,929,0.976937511,1276,1.015062105,572,1.026786537,902,1.22805561,981,0.984021388,,,,
100007,0.9894,2430,1.073774181,3570,1.089552198,1056,1.209406592,2596,1.096207641,2705,1.114808467,,,,
100008,0.9977,728,0.935330379,1048,1.063865998,475,0.90372675,609,0.723049348,671,0.951206304,,,,
100009,0.9911,282,1.199657216,813,1.138819397,195,1.108229264,107,1.088917702,528,1.021109849,,,,
100012,0.9915,1045,1.005013595,1411,1.034367744,629,1.082193977,2198,1.066284206,1287,1.024763127,,,,
100014,0.9986,156,1.001194532,155,0.97666477,163,0.987010716,93,1.04968589,288,0.964942251,,,,
100017,0.9977,571,1.090580982,594,1.01692987,318,1.002347524,547,0.830902617,525,0.974714848,,,,
100018,1.0000,1307,0.932357549,1810,0.914359517,879,0.895745715,2716,0.980449945,1102,0.928715468,,,,
100019,0.9947,832,1.022081171,1182,1.088579856,626,1.015676854,876,1.002352427,923,1.074793235,,,,
100022,0.9947,337,1.095444965,595,1.121181677,240,1.076494377,29,1.069961529,308,1.005859432,,,,
100023,0.9992,500,0.81389759,850,0.926626114,533,0.838379842,425,1.024106201,810,0.856745915,,,,
100025,1.0000,467,0.922809678,724,0.976089634,387,0.933586814,590,0.831907179,455,0.9808684,,,,
100026,0.9967,660,0.914631302,1241,0.865632855,408,1.088539465,162,1.096512818,947,0.886676703,,,,
100028,1.0000,321,0.948168165,393,0.975489505,135,0.953456097,155,0.954017132,501,0.877069381,,,,
100029,0.9956,357,0.965857488,564,1.105566381,218,0.985992068,13,0,417,1.078165769,,,,
100030,0.9979,254,0.99760874,425,0.99172767,123,0.951762266,180,1.071054378,361,0.977013092,,,,
100032,0.9889,289,1.124614126,309,1.038895357,135,1.032510516,351,1.190417536,192,1.010595693,,,,
100034,0.9984,605,0.973387063,624,1.0512904,421,1.004800366,202,0.951781082,438,0.987264702,,,,
100035,0.9975,356,1.031378789,682,0.902652458,302,0.974340931,287,1.083600978,660,0.977397509,,,,
100038,0.9950,426,0.987847913,727,1.071976892,285,1.065379468,92,1.067958318,536,1.018161251,,,,
100039,0.9989,111,0.930244734,234,0.931062875,164,0.947201087,384,1.025379476,195,1.011300122,,,,
100040,0.9924,957,1.163844167,953,1.050554349,502,1.030062994,1541,0.953997147,1019,1.118723823,,,,
100043,1.0000,197,0.929771262,208,0.926813206,60,1.000437719,110,0.912104362,283,0.923530316,,,,
100044,0.9985,948,0.968786653,1068,0.925190278,482,1.054041062,873,0.971422896,895,0.921826894,,,,
100045,0.9938,291,1.10159151,407,0.978337412,150,1.044076782,369,0.938426065,319,1.063889577,,,,
100046,0.9967,273,0.930705075,556,1.00244615,221,1.102557674,73,1.016508396,399,0.929219441,,,,
100047,0.9941,390,1.182381905,500,0.917756194,192,1.01554083,284,0.98845263,445,0.884413364,,,,
100048,1.0000,94,0.972375414,96,0.986139067,2,0,0,0,74,0.943061804,,,,
100049,0.9892,241,1.205808386,315,1.037220963,71,1.024261561,103,0.969035803,566,1.042343554,,,,
100050,0.9883,417,1.125491841,322,1.130508462,134,1.006557637,33,0.964818029,594,0.981587824,,,,
100051,0.9986,309,1.043972811,370,0.96901147,156,0.949409785,368,0.958504335,342,0.962817027,,,,
100052,0.9922,669,1.009763916,689,1.097928574,424,1.016878597,166,1.207253875,790,1.03707471,,,,
100053,0.9878,286,1.062034559,316,1.170782148,113,1.117540694,17,0,477,1.05843736,,,,
100054,0.9939,174,1.02864217,140,0.984001483,20,0,179,1.062875969,198,0.88607736,,,,
100055,0.9912,198,1.095246609,253,1.115035507,96,0.974718088,190,0.784163228,170,1.036176915,,,,
100057,0.9923,675,0.887429812,962,1.069971727,281,1.150179883,852,0.793978924,1030,1.052100971,,,,
100062,0.9949,1077,0.966578821,1240,0.875481648,719,0.867221815,402,1.277049594,960,1.028247077,,,,
100063,0.9998,172,0.942404344,319,0.987179829,194,0.915840489,33,0.993972164,345,1.004235914,,,,
100067,0.9907,294,1.012828307,458,1.063217665,167,1.081809312,264,1.261612825,350,0.966011193,,,,
100068,0.9996,411,1.020451375,702,0.93507002,305,0.964530893,692,0.795010433,538,0.900999861,,,,
100069,0.9985,100,0.970099932,79,1.001395308,7,0,183,1.031561568,124,0.991038673,,,,
100070,1.0000,563,0.946622546,743,0.801763901,669,0.845820528,1141,0.822821174,638,0.914026431,,,,
100071,0.9949,296,1.003442516,441,1.079432145,140,1.123236158,208,0.892546642,499,0.944312026,,,,
100072,0.9940,349,1.067138501,599,1.062089229,83,0.987163968,71,1.042367299,405,0.938779895,,,,
100073,0.9980,471,0.961232397,786,1.055491795,339,1.009617725,1518,0.682880369,478,1.006996759,,,,
100075,0.9888,766,1.05039701,958,1.132308095,439,0.96342353,349,1.33378975,797,1.074191392,,,,
100076,0.9953,142,1.009348091,200,1.074912055,45,1.064570125,6,0,323,1.011437975,,,,
100077,0.9869,406,1.063037181,528,1.053672232,172,1.048270478,612,1.077764322,575,1.084089292,,,,
100080,0.9902,671,1.016980241,1243,1.087712278,553,1.091639655,734,1.066381871,625,1.069311962,,,,
100081,0.9886,110,1.155084166,92,1.006118336,3,0,0,0,97,0.99093556,,,,
100084,0.9813,675,1.003928985,1154,1.078674951,643,1.107570232,961,1.247899678,825,1.00500872,,,,
100086,0.9970,153,0.973874488,286,1.12315497,105,1.015816192,619,0.835112868,208,0.95185768,,,,
100087,1.0000,900,0.837430592,1317,0.850018871,849,0.801514383,1450,0.745917815,709,0.808361115,,,,
100088,0.9998,1141,1.005832708,1203,0.981133551,481,0.938917076,696,0.775342642,611,0.951909104,,,,
100090,1.0000,753,0.986856523,755,0.997501766,375,0.919930126,531,0.900427649,811,0.904033199,,,,
100092,0.9911,397,0.906848768,560,1.104935406,225,1.194082422,220,0.856036997,525,0.986865407,,,,
100093,0.9994,294,0.951366065,593,0.994253688,253,1.027931745,473,0.853822328,313,0.953493559,,,,
100099,0.9803,164,0.952466466,410,1.133905745,59,1.073095496,23,0,352,1.25493337,,,,
100102,0.9839,142,1.111292482,205,1.061417219,52,1.112899832,0,0,287,1.119252162,,,,
100105,1.0000,651,0.823287682,877,0.928110487,553,1.000818649,1385,0.869666445,538,0.928169562,,,,
100106,0.9997,73,0.999995679,55,0.96394955,10,0,46,0.939853605,113,1.004490623,,,,
100107,0.9900,163,1.09166006,210,1.124522391,37,1.00232704,102,0.923580396,227,1.019635878,,,,
100109,0.9940,531,1.029974406,767,0.881148115,444,0.968995704,433,1.030855065,1181,1.076508821,,,,
100110,0.9840,343,1.11173546,576,1.145938405,278,1.051057193,253,1.198434617,511,1.137674721,,,,
100113,0.9975,350,1.020497868,696,1.108565164,294,0.963655352,435,1.047384003,549,0.968977185,,,,
100117,0.9932,543,0.998607275,322,1.09647564,79,0.979824171,255,0.977322582,348,1.108461684,,,,
100118,0.9963,303,0.916253966,444,1.024441589,184,1.101958025,322,0.973166116,255,1.009964324,,,,
100121,0.9973,214,0.941760854,110,1.013417815,16,0,34,1.072372314,245,1.03783459,,,,
100122,0.9968,292,0.987235089,373,1.007359654,104,1.058303826,12,0,554,1.046236856,,,,
100124,0.9936,110,1.023162974,119,0.993736848,24,0,75,1.116588947,328,1.05028672,,,,
100125,0.9961,210,1.023461529,136,1.106087493,46,1.054895351,22,0,235,0.913294603,,,,
100126,0.9952,358,0.942180969,252,1.002560104,48,1.030134113,261,1.082353484,294,0.976197321,,,,
100127,0.9988,573,0.971655283,916,0.91568942,566,0.920746794,1176,0.864597171,604,1.071382362,,,,
100128,0.9996,265,0.988517901,559,0.944756525,253,1.033444751,994,0.887748294,276,0.934944721,,,,
100130,0.9984,49,1.011593623,88,1.023785492,34,1.00073537,0,0,72,0.999811499,,,,
100131,0.9887,483,1.056199386,786,1.109257336,461,1.111558181,98,1.1171541,619,1.062838567,,,,
100132,0.9976,256,0.996510634,230,1.048586719,83,1.000782068,60,1.030924165,284,0.931886915,,,,
100134,1.0000,12,0,7,0,0,0,0,0,14,0,,,,
100135,1.0000,333,0.916317578,638,0.812571808,427,0.953163514,501,0.855191411,303,0.918144797,,,,
100137,0.9922,255,1.040691615,470,1.069659565,170,1.113848409,753,0.748740325,527,1.049646593,,,,
100139,0.9966,41,0.999365802,25,1.038144856,0,0,0,0,41,1.017893826,,,,
100140,1.0000,284,0.954898997,135,0.895613087,23,0,2,0,161,0.951476187,,,,
100142,0.9970,283,1.01374053,208,0.995109415,60,0.946263542,66,0.929575489,220,1.048134018,,,,
100150,0.9891,114,1.029115784,117,1.042897492,20,0,115,1.144856878,181,1.05779032,,,,
100151,0.9979,365,1.069337086,542,1.065856046,161,0.926231521,1112,0.880475565,259,1.021855783,,,,
100154,1.0000,249,0.94096155,436,0.962244994,185,0.961354585,112,0.831004601,165,0.955650889,,,,
100156,0.9920,407,1.111769474,442,1.032416435,45,1.04742381,33,0.982319335,515,0.962660929,,,,
100157,0.9924,915,0.97501933,1394,1.090329015,627,1.047061893,913,1.097778027,1242,1.007819046,,,,
100161,0.9929,217,1.084489363,618,1.082421697,222,0.980327471,179,1.075310818,351,0.990184137,,,,
100166,0.9995,301,0.877931961,394,1.015561756,142,0.933272385,1489,0.955499828,268,0.976692014,,,,
100167,0.9969,270,0.930724501,391,1.084128047,169,1.02406642,313,0.935571194,449,0.961047444,,,,
100168,0.9982,998,0.896290997,1398,0.926965609,479,1.024019253,684,0.931562556,655,1.066159263,,,,
100173,0.9941,469,1.18376168,629,1.020018313,248,1.081103248,683,0.945214532,503,1.032425229,,,,
100175,0.9888,198,1.093781557,159,1.062029412,28,0.955992804,11,0,179,1.011051499,,,,
100176,0.9935,395,1.034096656,681,0.908386745,512,0.96997556,278,1.232197584,379,0.994780848,,,,
100177,0.9909,310,1.04675129,249,0.950687038,140,0.887106715,241,1.149515193,315,0.908344384,,,,
100179,0.9919,609,1.091292178,847,1.059369964,270,1.164923509,167,1.159918676,752,0.992299244,,,,
100180,0.9973,223,0.97693036,188,1.055347772,11,0,56,0.984118327,239,1.047276528,,,,
100181,0.9976,245,1.058215764,90,1.058255333,29,0.989279527,6,0,182,1.001381165,,,,
100183,0.9928,166,0.991879761,287,1.109193135,58,1.045543842,41,1.136085341,397,1.006214634,,,,
100187,0.9875,367,1.071956456,478,1.056047292,338,1.150994612,140,1.1845764,446,1.010707147,,,,
100189,0.9874,198,1.021803208,503,1.112520744,295,1.174785255,22,0,317,0.992443286,,,,
100191,0.9888,241,1.006315091,453,1.094147657,240,1.036000073,303,1.165526437,568,1.046576836,,,,
100200,0.9986,133,0.968662988,136,0.963812112,37,1.058081155,110,0.976132038,126,1.047790718,,,,
100204,0.9956,958,0.987524955,1774,0.998628813,683,1.085328497,1126,0.847420904,1093,1.106551325,,,,
100206,0.9977,213,1.021708817,172,0.91592191,13,0,41,1.029245917,233,1.038473499,,,,
100209,0.9829,288,1.046817872,497,1.162829322,247,1.113536347,154,1.232842421,416,1.028545403,,,,
100211,0.9971,92,1.088797068,138,0.974931634,44,1.007431496,38,0.988466227,171,1.031981829,,,,
100212,0.9996,679,0.950761463,699,0.968030452,430,1.017538635,1951,0.774656564,786,0.919834285,,,,
100213,0.9987,340,0.936063013,790,0.971448657,590,1.003197579,865,0.861958272,667,1.051032374,,,,
100217,0.9846,303,0.88594536,355,1.060563072,98,1.053971244,212,1.284670858,287,0.943923035,,,,
100220,0.9938,871,1.006784571,853,1.084992077,531,0.964842213,920,1.092198788,780,1.009363696,,,,
100223,0.9953,337,1.041456866,551,0.957210517,316,1.022726011,296,1.067771865,482,1.047534039,,,,
100224,0.9929,175,0.940719831,347,0.954820832,85,1.003789391,125,1.233083158,297,1.058549772,,,,
100226,0.9990,615,0.928472616,762,1.013458074,294,0.945694993,230,1.033288885,779,0.934315224,,,,
100228,0.9952,156,1.034742888,421,1.038795614,202,1.081035609,86,0.976762914,354,1.031407106,,,,
100230,0.9973,128,1.060783347,151,1.032893279,23,0,9,0,181,0.986638183,,,,
100231,0.9994,521,0.98992635,649,1.017097069,302,1.002106069,428,0.954687792,583,0.952804108,,,,
100232,0.9970,252,0.949142776,427,1.063173134,93,0.960900317,73,0.919537237,482,0.936629479,,,,
100234,0.9997,95,0.957507178,188,0.969444249,55,1.016989172,21,0,93,0.955317675,,,,
100236,0.9966,617,1.079174949,740,1.029497758,365,0.973904324,474,0.882612239,667,0.934344842,,,,
100238,0.9847,286,1.181920154,441,1.090172707,250,1.153325456,40,1.071132655,359,1.080682466,,,,
100239,0.9974,135,0.977265748,96,0.987230383,15,0,66,1.106399959,111,0.945684031,,,,
100240,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
100242,0.9953,363,0.898385035,297,0.930548741,122,1.069689005,659,1.047150033,440,0.934053233,,,,
100243,0.9975,396,1.110277545,605,0.986918164,404,0.955391296,183,1.031619964,548,0.969426385,,,,
100244,0.9975,543,1.062390584,855,0.981594,132,1.130431814,505,0.970026602,906,0.957251309,,,,
100246,0.9984,256,1.101011152,570,0.991651446,540,0.986047946,58,0.938792207,390,1.024280891,,,,
100248,0.9909,345,1.0196196,629,1.089195355,352,1.058800211,853,1.095731199,733,0.986213657,,,,
100249,1.0000,201,0.906807235,322,0.887593299,137,0.866157215,627,0.975020029,613,0.891044811,,,,
100252,0.9906,143,1.057223207,380,1.08195835,62,1.110743435,44,1.207502102,543,0.996632821,,,,
100253,1.0000,354,0.941747284,388,0.990785707,76,0.852192108,680,0.999647128,508,0.951161377,,,,
100254,0.9925,324,1.014867641,432,1.161324854,141,1.106749957,148,0.797115566,351,0.994715175,,,,
100255,1.0000,83,0.978300963,128,0.977334214,24,0,54,0.946074637,169,0.948453977,,,,
100256,0.9908,185,0.963436647,754,1.08485942,342,1.045542175,311,1.028565965,602,1.126922797,,,,
100258,1.0000,879,0.949883024,1253,0.957796167,482,0.977637512,745,0.843949642,594,0.977825664,,,,
100259,0.9878,357,0.879726026,536,1.149104718,84,1.055978842,274,1.105674013,489,1.026637943,,,,
100260,0.9764,494,1.083223733,675,1.00448562,147,1.10173285,916,1.237923593,625,1.070134041,,,,
100264,0.9897,494,1.106003441,655,1.042250014,393,1.116387106,402,1.097088299,861,0.945258839,,,,
100265,0.9991,610,0.88412299,814,1.024279401,500,0.921434021,207,0.941346878,627,0.908227005,,,,
100266,0.9995,250,0.954583337,216,1.018832591,30,0.964567487,551,0.985024105,220,0.93165196,,,,
100267,0.9991,161,0.934338888,334,0.904888477,65,1.034621196,64,1.023395228,251,0.93025104,,,,
100268,0.9978,217,1.021693024,406,1.029356926,70,0.995228346,43,0.916869284,183,0.967312856,,,,
100269,0.9980,157,0.973409546,273,1.029103433,122,0.977720382,49,1.086493262,157,0.997062697,,,,
100275,0.9902,255,0.943537586,192,0.988087219,61,1.014916703,128,1.240610043,208,1.107645539,,,,
100276,0.9893,108,1.087811398,184,1.117803229,37,0.982156598,88,1.089123062,239,1.129044062,,,,
100277,0.9990,20,0,9,0,2,0,0,0,29,1.016334117,,,,
100281,0.9924,402,1.000558607,456,1.109360245,185,1.029091321,88,1.113666212,491,1.06828747,,,,
100284,0.9942,168,1.159700655,96,1.023637229,35,1.022819606,4,0,388,1.040802316,,,,
100285,0.9962,163,0.97712653,132,1.104658631,15,0,59,0.893789813,159,1.007597253,,,,
100286,0.9930,430,0.922932502,455,0.977075871,203,1.003095198,1049,1.073044775,477,0.966134768,,,,
100287,0.9998,302,0.937732271,346,1.005952836,90,0.975053319,206,0.920117995,238,0.973079082,,,,
100288,0.9973,80,0.976274717,76,1.191170316,18,0,179,1.008990545,41,1.04179902,,,,
100289,0.9928,281,1.04549011,456,1.066846566,81,1.063537266,408,1.072168559,168,0.959851115,,,,
100290,0.9964,984,1.005072238,1159,1.013694839,727,1.017831044,271,1.101075407,935,1.013922308,,,,
100291,0.9899,184,1.01884701,135,1.071088893,50,1.031348153,222,1.14365733,185,1.019792147,,,,
100292,1.0000,254,0.94286844,163,0.928333888,75,0.947940853,326,0.726261475,190,0.982009619,,,,
100296,0.9994,204,1.001107907,304,1.008191971,38,1.053039278,222,0.906622748,282,0.983587089,,,,
100299,0.9993,179,0.994226791,207,0.93230677,131,0.977223447,167,0.85666818,184,1.025639272,,,,
100302,0.9953,151,0.955138973,193,1.021868023,44,0.989755208,40,1.0367811,247,1.090293919,,,,
100307,0.9714,296,1.034782853,321,1.057864084,109,0.996723209,767,1.303818936,245,1.02642516,,,,
100313,0.9960,46,1.035646793,37,0.97585254,7,0,0,0,72,1.017420292,,,,
100314,0.9954,105,1.126529247,128,0.954543812,19,0,5,0,84,0.996689699,,,,
100315,0.9991,106,0.941727562,91,1.041916779,21,0,166,0.958962055,89,0.973598162,,,,
100316,0.9980,176,1.026804248,144,1.023139415,20,0,107,0.998935595,193,1.006705639,,,,
100319,0.9999,38,0.954325629,29,0.983998002,1,0,1,0,40,1.003404704,,,,
100320,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
110001,0.9987,634,0.997787189,564,1.006558522,195,0.912865109,223,0.965531392,424,1.032039982,,,,
110002,0.9984,202,1.018528796,133,0.963572725,19,0,78,1.001787546,177,1.016229782,,,,
110003,0.9963,374,0.991411506,370,1.0782989,93,1.037686898,88,1.025598647,583,0.933535985,,,,
110004,1.0000,219,0.864499384,110,0.994168348,21,0,15,0,148,0.929807264,,,,
110005,0.9990,513,0.957041853,415,0.96557157,263,0.952988962,434,0.976265145,505,1.028934981,,,,
110006,1.0000,181,0.9354863,218,0.983293875,112,0.949605974,1264,0.883318086,186,0.888891337,,,,
110007,0.9982,508,0.961693271,586,0.96749678,434,0.970815553,349,0.851044448,557,1.087015341,,,,
110008,0.9992,275,0.98782893,177,0.95475582,116,0.922921573,138,0.890110833,196,1.029432157,,,,
110010,0.9998,244,0.954962,648,0.833063722,345,1.01067218,852,0.632240231,169,1.021862776,,,,
110011,0.9977,249,0.969421516,301,1.000295084,205,1.054733562,277,0.845279362,223,1.030701506,,,,
110015,0.9987,79,1.01285092,83,0.939427088,19,0,0,0,106,1.016585464,,,,
110016,0.9969,242,0.95454245,432,1.031862904,140,1.038412008,64,1.033996632,385,1.012237827,,,,
110018,0.9986,268,1.008018847,373,0.970635485,88,1.045386471,151,0.890189033,450,1.009510628,,,,
110023,0.9917,283,0.988949625,144,1.073032441,57,1.062351662,112,1.210578456,257,0.980247501,,,,
110024,0.9993,438,1.014755204,423,0.904195552,26,1.061922254,42,1.005777574,561,0.892901348,,,,
110025,0.9969,471,1.036569096,534,0.900843023,144,1.011100403,514,0.783273393,421,1.090952524,,,,
110026,0.9761,167,1.173451824,109,0.893736063,12,0,8,0,86,0.915479326,,,,
110027,1.0000,149,0.888075771,98,0.998147374,4,0,2,0,93,0.998546698,,,,
110028,0.9970,795,1.124993629,925,0.970350526,532,0.997011234,959,0.909045043,489,0.977935199,,,,
110029,0.9981,753,1.09298966,1136,0.8786993,756,0.911482063,1075,0.97307524,750,1.01190858,,,,
110030,0.9977,277,0.986206955,244,1.028310194,78,0.978065713,226,1.035943337,343,0.99374296,,,,
110031,0.9905,489,1.09267385,340,1.047864188,114,0.934309386,131,1.221484972,530,0.95701117,,,,
110032,0.9941,287,1.073446658,152,0.91460085,34,1.018871654,45,0.999504734,160,0.964961446,,,,
110034,0.9983,193,0.977526006,193,1.057540436,140,1.04474913,74,1.056650328,112,1.046108909,,,,
110035,0.9923,1073,0.967835004,1519,1.070185479,569,0.971518607,878,1.141488211,974,1.073173627,,,,
110036,0.9927,215,0.965506065,687,1.029640346,244,1.110718944,550,1.176636946,338,0.921804425,,,,
110038,0.9929,338,0.923322914,397,0.868346661,217,0.938490233,304,1.204587955,226,1.047509361,,,,
110039,0.9878,163,1.067495265,113,1.074170437,42,1.042743208,172,1.09133826,119,1.101107213,,,,
110040,0.9980,116,0.985146853,105,1.03210573,35,0.986940525,11,0,81,0.987432541,,,,
110041,0.9946,247,0.952746387,103,1.06164446,11,0,34,1.123387206,166,1.017176042,,,,
110042,0.9917,172,1.030213753,82,1.023457757,8,0,57,1.112988615,127,1.018975567,,,,
110043,0.9995,300,1.005002427,474,0.96202509,269,1.019662958,1287,0.849012633,401,0.881968862,,,,
110044,0.9978,99,1.047827316,92,1.020721288,15,0,40,0.939808086,80,0.989076189,,,,
110045,0.9970,106,0.922940296,107,1.02319993,7,0,18,0,147,1.035973828,,,,
110046,0.9971,144,1.081723818,177,0.978544563,35,0.981349197,73,1.009480555,192,0.956857847,,,,
110050,1.0000,61,0.986264269,41,0.983752753,1,0,0,0,88,0.920501397,,,,
110051,0.9996,232,0.994393161,119,1.002755011,25,0.942729133,0,0,107,1.006376183,,,,
110054,0.9998,479,0.930875821,377,0.961481341,174,0.90394783,277,0.995210618,502,1.00642221,,,,
110064,0.9993,213,1.014654476,164,0.855639262,52,1.084921024,9,0,151,0.997345106,,,,
110069,0.9787,530,1.060892663,567,1.05214737,134,1.119832447,238,1.453230759,699,1.132062911,,,,
110071,0.9980,123,1.010483345,41,1.047586981,5,0,0,0,95,0.938495741,,,,
110073,0.9922,122,1.103829575,80,1.021149126,7,0,0,0,134,1.016464524,,,,
110074,0.9979,560,0.945440955,949,0.893373471,488,0.88009175,160,1.21929389,799,0.963979321,,,,
110075,0.9945,220,1.106604715,322,1.08295598,72,0.983090306,97,0.84855616,326,1.022448577,,,,
110076,0.9942,411,1.035704717,515,1.044167915,139,1.0645184,471,1.080826,346,0.947778695,,,,
110078,0.9993,250,1.065273939,628,0.945397428,459,0.973420376,312,0.977118617,204,1.024180191,,,,
110079,0.9960,125,1.041662565,408,1.16468861,100,1.012873333,14,0,237,0.9603342,,,,
110082,1.0000,523,0.890535984,715,0.897740107,530,0.864735834,1379,0.619452863,426,0.993174908,,,,
110083,0.9954,468,1.043824547,896,0.921821828,649,0.974124143,1040,1.103432749,277,0.952275065,,,,
110086,0.9958,182,1.018130336,66,1.0459516,2,0,0,0,61,0.969881479,,,,
110087,0.9996,838,0.950292102,1063,0.922054602,312,1.020377637,591,0.934465374,889,0.904097616,,,,
110089,0.9888,271,1.12591971,250,1.169854107,14,0,21,0,499,0.993104502,,,,
110091,0.9899,225,1.042020191,383,0.909645604,45,1.002129389,116,1.311529933,309,1.078704778,,,,
110092,0.9936,143,1.040013558,88,1.054469108,12,0,25,1.01152538,108,1.029795446,,,,
110095,0.9991,314,0.996818385,419,0.970010845,137,1.033756191,363,1.006371558,351,0.971059527,,,,
110100,0.9980,31,1.017987,57,0.939684247,1,0,0,0,40,1.039493158,,,,
110101,0.9963,41,0.954892496,52,0.943328793,12,0,0,0,101,1.039591006,,,,
110104,0.9873,186,1.137986025,167,1.006809264,37,0.986122172,20,0,238,1.076530164,,,,
110105,0.9936,243,0.943646154,202,0.942785594,20,0,68,1.244558301,156,1.040917845,,,,
110107,0.9948,439,1.035475234,909,0.947744072,661,1.169475191,699,0.849114571,582,1.008059863,,,,
110109,0.9915,131,1.095710942,74,0.957715925,7,0,0,0,165,1.018651345,,,,
110111,0.9955,62,0.976148989,21,0,3,0,33,1.066611746,23,0,,,,
110112,0.9958,25,1.038022936,34,1.035441733,2,0,0,0,62,0.981553876,,,,
110113,0.9980,82,1.017981699,22,0,10,0,0,0,22,0,,,,
110115,0.9984,116,1.027671995,172,0.984100205,56,1.023791095,69,1.092939081,90,0.996666876,,,,
110121,1.0000,50,0.977716834,86,0.942613575,7,0,0,0,38,0.974888612,,,,
