FY 2015 IPPS Final Rule: Hospital Readmissions Reduction Program-Supplemental Data-                                                  Reflects Corrections from October 2014 Correction Notice,,,,,,,,,,,,,,,
PROV, Corrected FY 2015  Readmissions Adjustment Factor,Number of Pneumonia Cases,Excess Readmission Ratio for Pneumonia,Number of Heart Failure Cases,Excess Readmission Ratio for Heart Failure,Number of Acute Myocardial Infarction Cases,Acute Myocardial Infarction Excess Readmission Ratio,Number of Hip/Knee Arthroplasty Cases,Hip/Knee Arthroplasty Excess Readmission Ratio,Number of Chronic Obstructive Pulmonary Disease Cases,Chronic Obstructive Pulmonary Disease Excess Readmission Ratio,,,,
050118,0.9901,194,0.998140931,220,1.165109732,32,1.058748887,61,1.08868296,229,1.033870162,,,,
050121,0.9945,548,0.955142792,510,1.109381345,44,0.995945242,277,0.847784346,445,1.048533514,,,,
050122,0.9810,141,0.954882044,105,1.088601826,66,0.992695223,534,1.125028523,186,1.109885413,,,,
050124,0.9994,223,1.012997802,183,0.954443435,51,0.991634831,94,1.003105374,169,0.946275983,,,,
050125,0.9935,476,0.94817129,612,1.071078919,256,1.056393229,94,1.035974051,469,1.070857788,,,,
050126,0.9861,196,1.041558479,443,1.073728631,198,0.99976725,685,1.114635003,246,1.014545402,,,,
050127,0.9988,103,1.001801333,78,0.900109266,22,0,71,0.892114017,88,1.042973842,,,,
050128,0.9994,429,0.964877202,425,0.9765705,247,0.938333595,290,0.985063469,411,1.026061416,,,,
050129,0.9980,264,0.950343568,268,1.009544864,293,1.041632557,260,0.914959016,203,1.001269344,,,,
050131,0.9968,96,0.958928976,126,0.943402533,15,0,238,1.026126557,57,0.991693278,,,,
050132,0.9919,338,1.128249835,352,1.057358643,46,1.012898485,58,0.880192052,260,1.008713325,,,,
050133,0.9938,718,1.087004829,600,0.958164966,285,1.050816799,55,1.001209178,585,1.054617013,,,,
050135,0.9997,77,0.985813911,58,0.941611917,35,1.044402393,0,0,186,0.969031977,,,,
050136,1.0000,201,0.889198806,137,0.903717434,79,0.973911793,117,0.867988403,107,0.943807003,,,,
050137,1.0000,9,0,19,0,10,0,7,0,10,0,,,,
050138,1.0000,7,0,15,0,30,0.975713981,2,0,1,0,,,,
050139,1.0000,11,0,17,0,4,0,6,0,3,0,,,,
050140,0.9989,34,1.065087319,46,0.966608334,11,0,5,0,25,1.036677069,,,,
050145,1.0000,518,0.915237076,463,0.778337393,194,0.866761799,702,0.90006964,332,0.945447821,,,,
050149,0.9912,91,1.111247951,199,1.149636658,28,1.053096445,21,0,121,1.077357404,,,,
050150,0.9950,446,1.080859889,282,1.031835418,95,0.950970824,291,0.910380268,292,0.988147128,,,,
050152,0.9947,249,1.116634528,140,1.007317478,22,0,146,0.830019591,187,1.029612117,,,,
050153,0.9978,333,1.001784196,493,0.99073923,211,1.027565927,306,0.908078459,270,1.07134401,,,,
050158,0.9965,52,0.97461821,106,1.096744624,39,0.976932587,2,0,62,1.01924218,,,,
050159,0.9981,101,0.941374638,70,1.000859861,17,0,50,1.088968427,70,1.013165259,,,,
050167,1.0000,50,0.97453994,68,0.997638207,12,0,5,0,46,0.996174056,,,,
050168,0.9993,405,0.948900331,616,0.925027963,289,0.951807695,394,0.769776507,304,1.043182492,,,,
050169,1.0000,277,0.958210592,425,0.955131683,347,0.981664834,259,0.73988534,259,0.943936932,,,,
050174,1.0000,370,0.82037385,512,0.84203338,323,0.822489833,736,0.751054959,309,0.968741725,,,,
050179,0.9811,398,1.213849122,395,1.090154446,212,1.037306251,183,1.185492048,316,1.086359534,,,,
050180,1.0000,443,0.931147217,622,0.795699458,203,0.984113768,947,0.882395667,383,0.927388501,,,,
050189,0.9981,53,0.952003554,42,1.022527491,0,0,11,0,33,1.024328599,,,,
050191,0.9979,184,0.984358709,176,1.039087492,80,1.056106515,36,1.007117734,180,0.948700074,,,,
050192,0.9991,80,1.00415539,36,0.971213555,1,0,0,0,43,1.010992654,,,,
050194,0.9964,217,1.041960663,185,1.046562854,29,0.991725178,141,0.989181261,129,1.010379505,,,,
050195,0.9876,483,1.125736667,518,1.14175621,225,1.152018828,1918,0.750365521,386,1.117777871,,,,
050196,1.0000,12,0,14,0,1,0,0,0,9,0,,,,
050197,0.9999,268,1.00403532,430,0.942744284,104,0.913648702,298,0.848455178,105,0.910996975,,,,
050204,0.9923,202,0.915342854,313,1.069490671,132,1.053534673,121,1.19164366,317,0.971477218,,,,
050205,1.0000,168,0.909412325,44,0.964289651,28,0.988946849,0,0,89,0.89553499,,,,
050211,0.9927,225,1.073861955,193,1.054593197,59,1.020797352,51,0.92600111,105,1.040195364,,,,
050222,0.9960,409,0.878235407,756,0.912267857,156,0.962347469,172,1.23314492,344,0.914590947,,,,
050224,1.0000,656,0.991543987,474,0.934551221,319,0.876730725,244,0.882326614,439,0.96633959,,,,
050225,0.9885,344,0.911927202,264,0.895725668,102,0.907624158,478,1.13112498,206,0.920860555,,,,
050226,0.9920,293,0.975227093,397,0.999229291,119,1.145406107,92,1.2089725,261,1.084943662,,,,
050228,0.9976,124,1.046024189,165,1.081877532,67,0.975005974,32,0.986410152,101,1.034693074,,,,
050230,0.9987,155,0.975332894,114,1.018499437,83,0.929062321,9,0,118,1.045537965,,,,
050231,0.9959,221,1.045798819,427,1.082105249,121,0.923500583,123,0.818197167,213,1.047859465,,,,
050232,0.9998,175,0.860077671,260,1.008171389,309,0.890043303,545,0.898176534,79,0.958420923,,,,
050234,0.9998,37,1.016588663,87,0.995212142,7,0,268,0.977454791,53,0.982062924,,,,
050235,0.9969,483,1.09501795,853,0.96722439,215,1.046964854,350,0.891754568,578,1.018390589,,,,
050236,0.9925,209,0.873641764,257,0.983075318,86,1.142388464,64,1.215222251,218,1.043346632,,,,
050238,0.9984,457,0.928811811,623,0.964235396,274,0.990429866,409,1.048358698,499,0.902594054,,,,
050239,0.9914,652,1.101900018,633,1.066521505,354,1.090220472,559,0.863531784,428,0.973761345,,,,
050242,1.0000,380,0.88200663,458,0.865261481,227,0.888074448,281,0.957101521,240,0.933585366,,,,
050243,0.9944,280,0.970513976,309,0.933083963,244,1.117954863,238,0.951772183,292,1.046618716,,,,
050245,0.9996,87,1.029509918,138,0.97820067,29,0.985242798,12,0,77,0.991756495,,,,
050248,0.9967,85,1.026225021,79,0.994065231,13,0,27,1.05068603,63,1.068904711,,,,
050254,0.9974,347,1.042116003,289,1.006959019,52,0.940882952,224,0.873298688,295,1.016132629,,,,
050257,0.9998,46,0.969920148,29,1.02533532,0,0,0,0,40,0.994513969,,,,
050261,0.9925,420,0.888571297,289,1.043855998,93,1.108246973,102,0.924028255,358,1.086631321,,,,
050262,0.9976,244,1.032963927,382,0.992563766,208,1.135735241,20,0,82,1.051133386,,,,
050272,1.0000,289,1.000771037,138,0.982193574,50,0.970325535,243,0.955072581,96,0.999181104,,,,
050276,1.0000,75,0.995957086,76,0.922969556,6,0,0,0,60,0.966257588,,,,
050277,0.9988,72,1.004092935,59,1.091552086,7,0,11,0,52,0.97194278,,,,
050278,0.9932,468,1.013793438,555,1.050879514,134,1.016917828,229,1.191428017,312,0.97978913,,,,
050279,0.9963,158,1.056747593,102,0.9364221,18,0,63,1.01309862,156,0.962643578,,,,
050280,1.0000,572,0.8492461,599,0.780775607,389,0.86178928,765,0.823802677,377,0.912493663,,,,
050281,1.0000,285,0.903293665,137,0.996978301,42,0.987026908,5,0,183,0.884132327,,,,
050283,0.9980,374,0.938564151,333,0.960305002,127,0.978500654,341,1.009182028,207,1.069611046,,,,
050289,0.9941,276,1.018250923,445,1.003362759,141,1.068620663,166,1.13662149,235,0.995767259,,,,
050290,0.9980,589,0.960590718,471,1.0859828,208,0.927282908,2189,0.635006472,271,0.947478389,,,,
050291,0.9999,81,1.009005562,184,0.835740384,170,0.809184285,173,0.886002531,106,0.952590726,,,,
050292,0.9984,109,1.024025264,115,1.065383687,21,0,3,0,73,0.967249953,,,,
050295,0.9961,384,1.070365095,173,1.034650328,33,0.990917017,231,0.734254527,246,1.030634258,,,,
050296,0.9945,153,1.043678426,118,1.010525453,24,0,22,0,72,1.101608803,,,,
050298,0.9963,94,1.043577342,140,1.039086806,17,0,6,0,80,0.921828044,,,,
050300,0.9944,303,1.020355716,444,1.087959123,260,1.071860907,143,0.978437555,383,0.960096458,,,,
050301,0.9981,208,0.918471802,213,0.960521207,13,0,61,1.084193759,113,0.964211489,,,,
050305,0.9997,202,1.02160356,271,0.968707245,55,1.003629297,313,0.770198532,187,0.993088232,,,,
050308,0.9957,506,0.996805832,629,0.904366898,200,0.961447026,748,1.078151632,345,0.981281655,,,,
050309,0.9954,436,0.977156784,464,0.867038913,279,0.794294903,536,1.11052482,489,0.984089649,,,,
050313,0.9982,130,1.010092437,119,1.058409247,19,0,68,0.981810651,131,0.981347814,,,,
050315,1.0000,13,0,17,0,4,0,4,0,21,0,,,,
050320,0.9974,38,0.96726478,65,1.120052198,18,0,5,0,68,1.067696719,,,,
050324,0.9976,308,1.151257266,335,0.963936151,237,0.894385821,507,0.749034757,166,0.882371864,,,,
050327,0.9994,213,1.025558195,512,1.010386885,230,0.915438593,495,0.925573233,146,1.033088552,,,,
050329,0.9960,232,1.102215062,262,0.989912573,31,1.020896259,43,0.887989968,183,1.005586352,,,,
050334,0.9989,353,0.935977508,579,0.92556126,283,0.939589044,381,0.761149016,370,1.051551198,,,,
050335,1.0000,368,0.924744889,201,0.863405581,66,1.005232772,350,0.939656062,205,0.892605695,,,,
050336,0.9990,418,0.983254622,408,0.989469383,92,0.970060419,226,0.799813912,313,1.035280955,,,,
050342,0.9938,272,1.026112361,238,0.98528789,40,1.061035369,117,1.021554726,159,1.130233479,,,,
050348,0.9987,126,1.036361602,162,0.978214719,61,1.110565595,37,1.047681672,78,1.028190024,,,,
050349,1.0000,11,0,9,0,1,0,0,0,19,0,,,,
050350,0.9969,253,1.010972565,365,0.994456403,111,1.136853696,43,0.985084574,172,0.861651556,,,,
050351,0.9972,494,1.059229361,647,1.01445246,294,1.022406514,572,0.915783256,361,1.023985941,,,,
050352,0.9932,92,0.968491673,58,0.942004237,7,0,117,1.079663168,53,0.945362042,,,,
050353,0.9952,426,0.991032096,552,1.015230413,268,1.107810501,297,1.061728287,315,0.98687811,,,,
050357,1.0000,67,0.971382834,39,0.972108124,3,0,509,0.721266715,19,0,,,,
050359,0.9994,230,0.981410679,166,0.993870275,40,1.053550445,9,0,139,0.963072526,,,,
050360,0.9978,421,0.872714266,384,1.014734575,267,0.883715663,368,1.047116797,188,0.919319496,,,,
050367,0.9930,303,1.079588743,305,1.0796736,151,1.00733268,102,1.025832871,336,1.056507537,,,,
050373,0.9987,54,1.060534315,73,1.072066039,24,0,0,0,33,0.984030851,,,,
050376,0.9986,29,1.048020358,59,0.936921369,58,1.034181063,3,0,37,1.039789797,,,,
050378,0.9970,64,1.072366625,91,1.013433452,10,0,4,0,74,1.055859761,,,,
050380,0.9898,380,0.955774763,564,0.990057873,244,1.058319656,457,1.244172879,277,0.917354472,,,,
050382,0.9975,433,0.90505184,571,1.059194632,284,1.035890332,245,0.902426884,519,0.954583913,,,,
050385,0.9983,98,1.041290552,61,0.987960235,9,0,111,0.910392198,31,1.009970008,,,,
050390,0.9941,371,0.98683393,375,1.033280421,117,0.890284825,52,0.944211083,501,1.109148339,,,,
050393,0.9975,211,0.948784218,376,1.063073578,141,0.889212683,129,0.81602995,229,0.923971786,,,,
050394,1.0000,285,0.956063413,401,0.911679155,231,0.853162482,411,0.940376606,208,0.969535597,,,,
050396,0.9987,454,0.920250389,514,0.823381972,228,0.912785217,497,1.035728694,174,0.904437938,,,,
050397,0.9955,35,1.006742475,34,1.039193706,5,0,0,0,23,0,,,,
050407,0.9784,190,1.089846755,114,1.118916958,21,0,16,0,233,1.097784852,,,,
050411,1.0000,15,0,24,0,2,0,5,0,4,0,,,,
050414,0.9983,126,1.038711801,151,1.011611625,27,1.009454328,222,0.838630998,147,1.035718089,,,,
050417,0.9995,216,0.956412133,146,1.01044562,37,0.954489576,24,0,127,0.956158362,,,,
050423,0.9978,73,1.001080809,35,0.975057071,13,0,0,0,103,1.024700066,,,,
050424,1.0000,155,0.930644994,321,0.872781128,201,0.942242303,923,0.735772014,88,0.92978364,,,,
050425,1.0000,12,0,22,0,13,0,21,0,22,0,,,,
050426,0.9971,307,1.0163333,255,1.074289513,81,0.941348778,3,0,206,0.92410385,,,,
050434,0.9921,73,1.065450335,47,1.022477613,6,0,0,0,46,1.044223318,,,,
050435,0.9990,126,1.021422545,58,0.99462828,7,0,218,0.827391503,56,0.987474529,,,,
050438,0.9983,607,0.986497082,531,0.930089465,241,1.116411915,915,0.816776389,465,0.975586453,,,,
050441,0.9985,424,1.101727207,475,1.043551905,242,0.912929874,1197,0.854050844,147,0.965788747,,,,
050444,0.9946,663,1.088278009,548,0.954402558,124,0.947690881,301,0.783769442,472,1.024561164,,,,
050454,0.9977,359,1.052170659,310,1.002811675,139,1.059006742,432,1.064869824,175,1.038977563,,,,
050455,0.9897,215,1.039094755,404,1.12220991,152,1.05194474,260,1.128449241,339,1.095939986,,,,
050457,0.9984,270,0.976439566,307,0.949049258,116,1.07100984,344,0.842683234,109,0.998391832,,,,
050464,0.9941,296,1.016533651,362,1.126133772,367,1.001334702,150,1.168670882,303,0.982770817,,,,
050468,0.9978,106,0.982378125,165,1.081764212,47,1.024008848,2,0,212,0.945466088,,,,
050471,0.9961,296,1.080917271,596,0.989949342,243,1.078203232,561,0.970345785,172,0.977610565,,,,
050481,0.9986,378,1.025639615,317,0.96999808,178,1.006837933,238,0.724035214,308,1.01454594,,,,
050485,0.9976,360,1.001164837,536,0.955704564,186,1.133621856,524,0.939855336,344,0.909679229,,,,
050488,0.9934,272,1.0144084,434,0.991976185,95,1.059288074,184,1.301203697,289,0.992806267,,,,
050492,1.0000,242,0.973120804,174,0.957699546,86,0.969587384,54,0.987806619,167,0.985687423,,,,
050496,0.9988,217,0.885760718,458,0.864863701,216,0.965746238,502,1.025247122,277,0.990200207,,,,
050498,0.9999,223,0.953521484,163,1.005151347,43,0.94513223,307,0.900955546,189,0.921567396,,,,
050502,0.9990,389,0.965565849,481,0.950899423,109,1.088366738,507,0.72029437,286,0.927881878,,,,
050503,1.0000,266,0.952767839,369,0.843030903,163,0.850591667,253,0.885202214,149,0.92984467,,,,
050506,0.9998,147,0.990213649,99,0.920885898,30,1.031715624,142,0.912137509,81,0.987374948,,,,
050510,1.0000,5,0,14,0,2,0,6,0,3,0,,,,
050512,1.0000,6,0,18,0,3,0,4,0,9,0,,,,
050515,1.0000,21,0,21,0,5,0,8,0,9,0,,,,
050516,0.9951,383,1.134428468,534,1.140374936,227,1.004608389,442,0.994683159,556,0.998928593,,,,
050517,0.9974,71,0.952244411,92,1.084070291,17,0,55,0.950142673,91,0.963703054,,,,
050523,0.9950,212,1.086866237,325,1.030901169,122,1.040926319,52,1.114339612,418,0.931415826,,,,
050526,0.9962,125,0.978927573,151,1.115008064,31,1.001705602,3,0,132,0.987842183,,,,
050528,0.9948,102,1.031602448,45,1.035981873,2,0,0,0,74,0.995554647,,,,
050531,1.0000,76,0.958966154,28,0.95575877,3,0,1,0,82,0.936444186,,,,
050534,0.9893,218,0.931300073,130,1.053043931,71,0.993551071,613,1.068774061,97,0.980141219,,,,
050537,0.9973,79,0.976572726,67,0.940121116,3,0,74,1.04802294,43,0.942633458,,,,
050541,1.0000,1,0,6,0,2,0,3,0,4,0,,,,
050543,1.0000,0,0,0,0,0,0,0,0,1,0,,,,
050545,1.0000,7,0,0,0,0,0,0,0,0,0,,,,
050546,0.9839,37,1.104322142,0,0,0,0,0,0,0,0,,,,
050547,1.0000,11,0,0,0,0,0,0,0,7,0,,,,
050548,1.0000,2,0,0,0,0,0,0,0,1,0,,,,
050549,0.9985,520,1.010039818,608,0.968310424,440,0.990882953,640,0.96040116,391,1.090735422,,,,
050551,0.9938,368,1.053564048,353,1.10208222,107,1.061290567,181,1.004394554,196,0.999972667,,,,
050552,1.0000,28,0.993120441,22,0,2,0,0,0,4,0,,,,
050557,0.9982,547,0.966587275,542,0.966630913,317,0.964027664,263,0.965181113,486,1.082931511,,,,
050561,1.0000,7,0,4,0,5,0,3,0,11,0,,,,
050567,0.9987,475,0.96424569,584,0.963244559,240,0.95593213,455,1.036859571,374,0.975774233,,,,
050568,0.9982,153,0.944525482,154,1.01472047,70,1.004272932,41,0.934936166,200,1.027115077,,,,
050570,0.9907,435,0.880323918,440,1.133101811,226,1.009888607,186,1.247119679,371,1.006849623,,,,
050573,1.0000,1020,0.863605345,923,0.811412931,551,0.927729652,1023,0.732514328,502,0.918198276,,,,
050575,0.9999,127,0.961296408,132,0.956383182,30,1.001130484,30,1.004747476,182,0.873743305,,,,
050580,0.9980,132,1.018249531,143,1.041853844,55,0.99768615,8,0,185,1.004618853,,,,
050581,0.9968,185,0.921016975,285,0.995491712,127,1.056580997,64,1.135652886,204,0.957330756,,,,
050586,0.9998,22,0,85,1.012146805,23,0,2,0,66,0.963997826,,,,
050588,0.9954,76,0.952160118,106,0.962633887,23,0,60,1.175619456,108,0.981174581,,,,
050589,0.9961,141,1.000098156,106,0.909693492,31,0.944602591,188,1.034564248,77,1.015805712,,,,
050590,0.9959,173,1.00014562,190,1.112915963,29,1.005200652,579,0.845954858,224,1.080777565,,,,
050597,0.9989,152,1.023512713,157,0.842527673,28,1.037593606,42,0.891149676,137,0.978890159,,,,
050599,0.9964,348,0.978922316,539,1.012890709,256,1.078119492,293,1.14926198,248,0.939317362,,,,
050603,1.0000,532,0.930706147,676,0.999351402,243,0.98936964,349,0.827773515,422,0.957792757,,,,
050604,0.9986,17,0,27,1.056135288,26,1.040374243,3,0,28,0.991384373,,,,
050608,0.9958,105,0.980124556,129,0.911659975,8,0,47,1.13950542,100,0.99698006,,,,
050609,1.0000,16,0,20,0,4,0,4,0,11,0,,,,
050616,0.9975,230,0.923161838,242,1.05088452,45,1.030285665,161,0.973031649,175,1.008083535,,,,
050618,0.9986,38,1.010008741,7,0,1,0,1,0,14,0,,,,
050624,0.9979,357,0.996047753,387,0.989317596,138,0.916898873,86,1.152581063,342,0.945059837,,,,
050625,0.9985,1150,0.979794654,1846,0.964545625,588,0.971850323,1675,1.047563379,702,0.981466233,,,,
050633,0.9851,335,1.08458285,241,0.959958154,47,1.040769411,342,1.147568261,209,0.986696647,,,,
050636,1.0000,233,0.926566956,303,0.927115607,66,0.962992555,263,0.93015456,139,0.998011264,,,,
050641,0.9987,73,1.009767689,74,1.01205944,28,1.050734804,0,0,76,0.982616922,,,,
050644,0.9990,72,1.015130075,46,0.990432472,4,0,0,0,32,1.055378644,,,,
050663,0.9979,159,1.028883788,113,1.082353044,50,1.042099972,9,0,252,0.879441834,,,,
050668,1.0000,34,0.995472594,2,0,1,0,0,0,3,0,,,,
050674,1.0000,20,0,27,0.992698825,7,0,6,0,15,0,,,,
050677,1.0000,4,0,8,0,2,0,6,0,4,0,,,,
050678,0.9943,206,1.067593186,239,1.006396048,69,1.017835854,107,1.122967424,170,1.067380214,,,,
050684,0.9939,113,1.141884575,126,1.038224818,55,0.956798143,38,1.021723835,222,0.960446678,,,,
050686,1.0000,9,0,17,0,5,0,0,0,6,0,,,,
050688,0.9962,166,0.994552547,180,0.952633424,39,1.031686271,88,1.075259531,136,1.029276184,,,,
050689,0.9937,239,1.050955378,152,0.890708215,63,1.055005923,50,1.192091285,101,0.995876813,,,,
050690,1.0000,2,0,3,0,3,0,5,0,4,0,,,,
050696,0.9981,59,0.985899113,152,1.147629753,60,0.994555232,410,0.782892608,14,0,,,,
050697,1.0000,0,0,0,0,0,0,12,0,0,0,,,,
050701,0.9979,297,1.077670733,309,0.940856043,80,0.996067947,162,0.964301487,331,0.946452031,,,,
050704,0.9997,131,0.996933893,171,0.919722691,35,1.068286533,21,0,200,0.934033998,,,,
050708,1.0000,0,0,0,0,0,0,1367,0.788924403,0,0,,,,
050709,0.9962,204,1.083628781,313,0.992581945,85,0.994442227,52,0.950281522,197,1.069945958,,,,
050710,1.0000,5,0,8,0,3,0,3,0,1,0,,,,
050714,1.0000,1,0,0,0,0,0,133,0.983836821,0,0,,,,
050717,1.0000,4,0,4,0,0,0,13,0,0,0,,,,
050723,1.0000,9,0,15,0,2,0,7,0,4,0,,,,
050724,0.9974,262,1.017203286,452,1.011441931,278,0.970309543,61,1.199391056,274,0.95824809,,,,
050726,0.9932,0,0,0,0,0,0,439,1.012897599,0,0,,,,
050727,0.9997,170,0.98314971,75,1.001417572,38,1.020261802,2,0,149,0.973537054,,,,
050732,1.0000,16,0,162,0.893879345,65,0.949794243,0,0,13,0,,,,
050735,1.0000,145,0.886817644,148,1.000011812,62,0.961543712,8,0,98,0.934543219,,,,
050736,0.9971,82,1.063561466,87,0.925149031,21,0,27,0.967798835,120,1.022437058,,,,
050737,0.9905,475,1.040040914,491,1.146924404,156,0.987389484,22,0,373,1.012449231,,,,
050738,0.9956,73,1.043436632,59,1.035187621,13,0,0,0,103,1.036646071,,,,
050739,0.9921,289,1.034413087,878,1.136641474,208,1.171173989,79,0.976218299,649,1.007715559,,,,
050740,0.9997,129,1.003449433,178,0.99318213,41,1.002273793,77,0.920139747,77,1.017683122,,,,
050742,0.9950,270,1.032210757,348,1.077294624,63,1.135045408,28,0.941038678,303,1.058373851,,,,
050744,0.9984,36,0.982518575,16,0,49,1.020162457,0,0,15,0,,,,
050745,0.9984,53,1.056634752,36,0.983499777,1,0,20,0,18,0,,,,
050746,0.9988,102,0.986238476,90,0.975139479,78,1.030355268,2,0,62,0.912570547,,,,
050747,0.9987,81,0.947607926,59,1.03982785,5,0,6,0,34,0.959383931,,,,
050748,1.0000,5,0,10,0,2,0,7,0,4,0,,,,
050749,1.0000,0,0,0,0,0,0,235,0.952753468,0,0,,,,
050751,1.0000,0,0,0,0,0,0,8,0,0,0,,,,
050752,0.9890,244,1.147667507,200,1.183462057,71,1.147233023,24,0,303,1.014480731,,,,
050754,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
050755,0.9951,106,1.016900545,156,1.071880121,193,1.089250666,55,0.914459875,145,0.996324925,,,,
050757,0.9995,247,1.01566227,280,0.884561606,104,1.012763274,128,0.956547744,228,0.912239174,,,,
050758,0.9980,77,0.960992289,44,1.032592116,28,1.015012324,0,0,59,1.061932988,,,,
050760,1.0000,7,0,12,0,3,0,9,0,7,0,,,,
050761,0.9973,619,1.007261486,667,1.047233604,227,0.94943577,56,1.151520012,404,1.009056163,,,,
050763,0.9996,60,0.914603285,68,1.031043429,7,0,7,0,147,0.963764689,,,,
050764,0.9935,369,1.038565487,497,0.964137944,287,1.054543437,311,1.125149816,357,0.978674231,,,,
050765,0.9993,44,0.963486209,29,0.97552632,6,0,3,0,38,1.028627515,,,,
050766,0.9700,0,0,0,0,0,0,341,1.092543419,0,0,,,,
050767,1.0000,8,0,9,0,3,0,2,0,10,0,,,,
050768,0.9995,39,1.006052521,16,0,1,0,0,0,30,1.014124956,,,,
050769,1.0000,0,0,0,0,0,0,2393,0.549472042,0,0,,,,
050770,0.9929,134,1.090100724,196,1.038440965,67,1.044570578,101,1.07011858,115,1.013688636,,,,
050771,0.9963,82,1.043932094,70,1.011561346,14,0,1,0,53,1.044229665,,,,
050772,1.0000,5,0,4,0,2,0,8,0,6,0,,,,
050773,1.0000,12,0,19,0,4,0,1,0,16,0,,,,
050774,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
060001,0.9948,479,1.019141136,455,0.878986887,309,0.956530683,306,1.167032295,393,0.891943163,,,,
060003,1.0000,210,0.978003613,238,0.958867636,77,0.969672059,330,0.961570023,205,0.914693409,,,,
060004,0.9956,114,0.998793667,92,1.043529702,51,0.942716188,70,1.074632363,84,0.986078682,,,,
060006,1.0000,123,0.897037987,92,0.935088566,66,0.985953985,217,0.96460311,74,0.939599142,,,,
060008,0.9965,105,0.913176513,59,0.931050366,11,0,55,1.072453329,53,0.922061391,,,,
060009,1.0000,361,0.875682681,368,0.818302851,242,0.921857119,179,0.887245354,322,0.933673365,,,,
060010,1.0000,500,0.930168569,344,0.909602128,142,0.997817381,1817,0.698661848,279,0.951748895,,,,
060011,0.9999,36,0.984992624,78,1.007052974,32,0.965768374,27,0.931139675,58,0.946446677,,,,
060012,1.0000,187,0.850549773,188,0.830535609,136,0.961382049,270,0.86951411,203,0.925198848,,,,
060013,1.0000,164,0.889474908,106,0.83799805,110,0.912537181,268,0.854569959,97,0.946620906,,,,
060014,0.9999,113,0.950601665,106,0.960544395,83,0.893581912,413,0.779847912,61,1.020957886,,,,
060015,0.9990,163,0.882454953,221,1.014089278,166,0.957813003,157,1.046170065,152,0.863380333,,,,
060016,0.9901,143,0.911564454,81,0.930574557,8,0,157,1.098641255,75,0.961893988,,,,
060020,0.9989,471,0.835288629,273,0.891633209,243,0.898115749,409,1.030112797,510,0.884120195,,,,
060022,1.0000,601,0.820993485,590,0.801466405,359,0.801766452,1023,0.842560934,396,0.858705542,,,,
060023,0.9994,231,0.936776964,187,1.059844635,271,0.938309432,479,0.775804953,155,0.885649129,,,,
060024,0.9913,223,1.02313468,358,0.944065277,131,1.027679925,332,1.431705762,197,0.939337612,,,,
060027,0.9959,225,0.88897248,254,0.897077727,89,0.96269735,416,1.065198593,84,0.95560649,,,,
060028,0.9995,43,0.968378281,52,0.993774621,25,1.056073509,67,0.96209718,28,0.968210517,,,,
